FILE,APOGEE_ID,TEFF,LOGG,PARAM_M_H,PARAM_ALPHA_M,AL_H,CA_H,C_H,FE_H,K_H,MG_H,MN_H,NA_H,NI_H,N_H,O_H,SI_H,S_H,TI_H,V_H,col1,2mass
apStar-r5-2M00264920+5346086.fits,2M00264920+5346086,4913.4463,3.2376816,0.145751,0.054133877,0.18883258,0.0025690794,0.009674996,0.10813616,-0.10254039,0.06707031,0.2686905,0.085793346,0.124890015,0.344999,0.11027905,0.25171626,0.17952654,0.054845456,0.20509681,aspcapStar-r5-v603-2M00264920+5346086.fits,2M00264920+5346086
apStar-r5-2M00265265+5341489.fits,2M00265265+5341489,5087.0596,3.0551946,-0.047239907,0.03561935,-0.21683496,0.03809473,-0.221639,-0.070893645,-0.2773942,-0.13069588,0.043498177,-0.032228354,-0.03670442,0.117311,-0.031807195,0.11246689,0.079327226,-0.15710059,0.47120965,aspcapStar-r5-v603-2M00265265+5341489.fits,2M00265265+5341489
apStar-r5-2M00270542+5437396.fits,2M00270542+5437396,4097.406,1.3456347,-0.06739238,6.29412E-4,-0.06165159,-0.10779291,-0.20778999,-0.1028574,-0.22399119,-0.08981392,0.009884715,-0.13875018,-0.14642224,0.123739995,-0.04279124,-0.029137302,0.0028842539,0.014624171,-0.25266188,aspcapStar-r5-v603-2M00270542+5437396.fits,2M00270542+5437396
apStar-r5-2M00270607+5356440.fits,2M00270607+5356440,4564.028,2.0954275,-0.25883096,0.06940146,-0.08530896,-0.27156606,-0.29266,-0.20520397,-0.3701135,-0.21297763,-0.33926734,-0.22784567,-0.34182334,-0.08022,-0.1555846,-0.028155103,-0.01497823,-0.33947927,-0.3947784,aspcapStar-r5-v603-2M00270607+5356440.fits,2M00270607+5356440
apStar-r5-2M00270757+5446169.fits,2M00270757+5446169,4749.3013,2.6839478,-0.05927737,0.04972991,-0.03580107,-0.105745316,-0.124705,-0.084377185,-0.1385516,-0.07917723,-0.0028870553,0.05993923,-0.06858662,0.037870005,-0.056654036,0.014817826,0.06397051,0.16239548,0.06585756,aspcapStar-r5-v603-2M00270757+5446169.fits,2M00270757+5446169
apStar-r5-2M00271650+5524323.fits,2M00271650+5524323,5010.02,3.194911,-0.24869929,0.12980299,-0.1168527,-0.20892194,-0.285936,-0.2223743,-0.23467359,-0.19753882,-0.16142736,0.07194837,-0.22699152,-0.14019,-0.14402607,-0.018332124,-0.064339384,-0.07091044,-0.5022111,aspcapStar-r5-v603-2M00271650+5524323.fits,2M00271650+5524323
apStar-r5-2M00271670+5333358.fits,2M00271670+5333358,4055.2485,1.346433,0.014870625,0.02606023,0.0724435,-0.087063566,-0.022291098,-0.029174961,-0.16808799,0.024647178,0.17243367,-0.0048182947,-0.057942927,0.2225299,0.060057975,0.039319623,0.1230717,0.120812595,-0.1508157,aspcapStar-r5-v603-2M00271670+5333358.fits,2M00271670+5333358
apStar-r5-2M00272399+5559454.fits,2M00272399+5559454,4755.979,2.5670424,-0.572717,0.119199164,-0.8528484,-0.56150067,-0.5104453,-0.5183933,-0.4958748,-0.45235366,-0.48453987,-0.4904704,-0.5268614,-0.33635998,-0.28690225,-0.3991215,-0.2898603,-0.66154766,-0.31170675,aspcapStar-r5-v603-2M00272399+5559454.fits,2M00272399+5559454
apStar-r5-2M00272478+5439506.fits,2M00272478+5439506,4582.8643,2.190777,-0.10762109,0.05096867,-0.001387892,-0.07489669,-0.28073,-0.074579835,-0.26710808,-0.16036117,-0.05433667,-0.12789339,-0.17933589,0.10419999,-0.009792596,0.13805316,0.054291084,-0.27277353,-0.29177102,aspcapStar-r5-v603-2M00272478+5439506.fits,2M00272478+5439506
apStar-r5-2M00272714+5448466.fits,2M00272714+5448466,4821.0586,2.684176,0.1763395,0.044922136,0.26507008,0.27399355,-0.008239999,0.1339411,-0.029880892,0.079559,0.2568522,0.14959207,0.12311916,0.40313,0.14691296,0.32174292,0.2262132,0.08034159,-0.05215042,aspcapStar-r5-v603-2M00272714+5448466.fits,2M00272714+5448466
apStar-r5-2M00273421+5418431.fits,2M00273421+5418431,4647.4463,2.356612,-0.18958329,0.05186568,-0.095521346,-0.22986513,-0.28961998,-0.16148107,-0.33446106,-0.20594679,-0.12873037,-0.44587123,-0.24690737,-0.035860002,-0.09154378,0.057524383,-0.0760855,-0.3454623,-0.6642041,aspcapStar-r5-v603-2M00273421+5418431.fits,2M00273421+5418431
apStar-r5-2M00273477+5442589.fits,2M00273477+5442589,4841.988,2.8139699,-0.020566884,0.037862033,-0.006983838,-0.11996138,-0.169457,-0.025985524,-0.20329335,-0.07364625,0.037004884,-0.090570286,-0.09805254,0.131383,0.03865789,0.13250731,0.07805991,-0.09655901,-0.57227206,aspcapStar-r5-v603-2M00273477+5442589.fits,2M00273477+5442589
apStar-r5-2M00273641+5532481.fits,2M00273641+5532481,4934.7744,3.190121,0.17138419,0.031420954,0.14573199,0.02068469,-0.068772,0.10954068,-0.07125754,0.08176031,0.22534242,0.041964266,0.10873498,0.30262798,0.1121531,0.21754289,0.16181831,0.07180573,0.023043983,aspcapStar-r5-v603-2M00273641+5532481.fits,2M00273641+5532481
apStar-r5-2M00274423+5725426.fits,2M00274423+5725426,4418.52,2.0076058,-0.6274321,0.2357061,-0.2463148,-0.49283338,-0.42016,-0.5291253,-0.5303685,-0.31548834,-0.6967693,-0.7001506,-0.56623733,-0.23807001,-0.27051628,-0.15815437,-0.20436397,-0.4061119,-0.9850466,aspcapStar-r5-v603-2M00274423+5725426.fits,2M00274423+5725426
apStar-r5-2M00274647+5456007.fits,2M00274647+5456007,4003.8225,0.8851974,-0.5259452,0.06622614,-0.36829802,-0.404778,-0.450573,-0.44818687,-0.59764063,-0.34633607,-0.4697203,-0.48794127,-0.5332891,-0.25482,-0.2825327,-0.21377228,-0.2753413,-0.52782303,-0.5769426,aspcapStar-r5-v603-2M00274647+5456007.fits,2M00274647+5456007
apStar-r5-2M00274846+5402339.fits,2M00274846+5402339,4781.393,2.433941,-0.13526629,0.11391182,0.2091786,-0.16726181,-0.11823401,-0.10458186,-0.28200725,-0.042708166,-0.11463453,-0.26862383,-0.09731419,-0.080254,0.0966343,0.13975535,-0.12869781,-0.09738132,-0.38653043,aspcapStar-r5-v603-2M00274846+5402339.fits,2M00274846+5402339
apStar-r5-2M00275307+5351372.fits,2M00275307+5351372,4254.2754,1.5022312,-0.62549174,0.065182365,-0.28383702,-0.5222229,-0.55047596,-0.51289713,-0.7262443,-0.43888837,-0.5603883,-1.2140177,-0.5183963,-0.43083897,-0.4182106,-0.28880978,-0.385365,-0.520665,-0.67391455,aspcapStar-r5-v603-2M00275307+5351372.fits,2M00275307+5351372
apStar-r5-2M00275473+5428486.fits,2M00275473+5428486,4723.2896,2.4455745,0.101000786,0.07037449,0.26104045,0.003920004,0.091289,0.07687717,-0.07612163,0.040501434,0.1424133,0.07772926,0.084644675,0.186878,0.12953673,0.3342057,0.1926299,-0.044630118,-0.15450597,aspcapStar-r5-v603-2M00275473+5428486.fits,2M00275473+5428486
apStar-r5-2M00280241+5335539.fits,2M00280241+5335539,4753.1885,2.6302283,0.12051537,0.08351192,0.12567343,0.2364647,0.017981004,0.07985771,-0.141573,0.09440166,0.29392427,0.22398776,-0.0054121707,0.257413,0.1284019,0.278597,0.1493522,0.09588218,0.39011735,aspcapStar-r5-v603-2M00280241+5335539.fits,2M00280241+5335539
apStar-r5-2M00280366+5412259.fits,2M00280366+5412259,4679.438,2.244953,-0.038449593,0.0812968,0.33568677,-0.06685509,-0.165901,-0.015469284,-0.17792128,0.078699715,-0.03171643,-0.16568036,-0.06480436,0.097529,0.12497928,0.22559279,0.10187315,-0.15871634,-0.51463884,aspcapStar-r5-v603-2M00280366+5412259.fits,2M00280366+5412259
apStar-r5-2M00280947+5558349.fits,2M00280947+5558349,4717.9077,2.868944,0.13124639,0.07708056,0.1802333,4.10527E-5,0.056546,0.08036525,0.0107078,0.049958132,0.16249245,-0.012588255,0.096071914,0.230354,0.15232158,0.21625072,0.27998897,0.120183885,-0.0042334385,aspcapStar-r5-v603-2M00280947+5558349.fits,2M00280947+5558349
apStar-r5-2M00281330+5437209.fits,2M00281330+5437209,4847.968,2.5587163,-0.1413228,0.06427272,0.18655576,-0.17964363,-0.182872,-0.109464414,-0.34795862,-0.107005596,-0.105093926,-0.01143238,-0.0828273,-0.122173,-0.03617627,0.1118276,-0.015162036,-0.116767645,-1.6398094,aspcapStar-r5-v603-2M00281330+5437209.fits,2M00281330+5437209
apStar-r5-2M00281333+5550590.fits,2M00281333+5550590,4935.6714,2.8622148,-0.87577397,0.2207481,-0.46002683,-0.8144071,-0.57778,-0.7676835,-0.72063935,-0.56556815,-0.81136245,-0.21382314,-0.74244726,-1.16386,-0.49727938,-0.5796446,-0.4617865,-0.7351643,-1.9269236,aspcapStar-r5-v603-2M00281333+5550590.fits,2M00281333+5550590
apStar-r5-2M00282551+5515358.fits,2M00282551+5515358,4966.4673,2.7209015,-0.20524025,0.0803687,-0.055050652,-0.19457732,-0.175236,-0.18346314,-0.3219845,-0.22008836,-0.18284631,-0.15542305,-0.22402924,-0.154466,-0.11995768,0.03655018,-0.0445251,-0.14839469,-0.09204083,aspcapStar-r5-v603-2M00282551+5515358.fits,2M00282551+5515358
apStar-r5-2M00282790+5558252.fits,2M00282790+5558252,4605.488,2.3150961,-0.09298192,0.008757282,-0.090100095,-0.19398843,-0.24796,-0.11166136,-0.2647387,-0.17340037,-0.07244928,-0.14631861,-0.16037641,0.088740006,-0.0899119,-0.0037824959,0.043023095,-0.19141734,-0.36986056,aspcapStar-r5-v603-2M00282790+5558252.fits,2M00282790+5558252
apStar-r5-2M00283331+5611285.fits,2M00283331+5611285,5111.8755,3.1373138,-0.29931393,0.09855124,-0.0453614,-0.41548616,-0.313053,-0.2560674,-0.5111041,-0.25313476,-0.20524496,0.15543185,-0.2889777,-0.12071,-0.12830134,-0.18603562,-0.0050033927,-0.3092126,0.035379685,aspcapStar-r5-v603-2M00283331+5611285.fits,2M00283331+5611285
apStar-r5-2M00284623+5724072.fits,2M00284623+5724072,4913.845,2.589511,0.0033756383,0.10212406,0.35403088,0.0735636,-0.091344,0.014488005,-0.37471208,-0.0018894449,0.19471276,-0.41276738,-0.15596732,0.15816599,0.11934418,0.23702148,0.03565061,0.052979328,-0.08318236,aspcapStar-r5-v603-2M00284623+5724072.fits,2M00284623+5724072
apStar-r5-2M00284874+5513175.fits,2M00284874+5513175,4973.344,2.9453604,-0.5989868,0.10925853,-0.38271686,-0.56457,-0.22600001,-0.51663125,-0.53912854,-0.4561202,-0.42764705,-0.5287286,-0.4939623,-0.52738833,-0.36642134,-0.3012681,-0.3247179,-0.57386976,-1.8506289,aspcapStar-r5-v603-2M00284874+5513175.fits,2M00284874+5513175
apStar-r5-2M00285122+5359525.fits,2M00285122+5359525,5004.5386,2.6414058,-0.32487765,0.117159285,-0.54146445,-0.21017502,-0.288494,-0.28189874,-0.3892354,-0.31249616,-0.1616587,-0.5440382,-0.20896466,-0.24783099,-0.047236472,-0.034405112,-0.14972034,-0.38987258,-1.1644852,aspcapStar-r5-v603-2M00285122+5359525.fits,2M00285122+5359525
apStar-r5-2M00290111+5554546.fits,2M00290111+5554546,4812.8867,2.7378957,0.27521428,0.03600297,0.2815648,0.19061095,0.0814,0.19104724,-0.020326339,0.14223804,0.34184554,0.17833672,0.20061071,0.43233,0.20409197,0.32120448,0.25808275,0.20317651,0.14643632,aspcapStar-r5-v603-2M00290111+5554546.fits,2M00290111+5554546
apStar-r5-2M00290910+5506498.fits,2M00290910+5506498,5081.877,3.0249703,0.04020798,0.029349018,0.029988341,-0.07438196,-0.123146,0.005541524,-0.11962229,-0.048010033,0.1099878,0.19040227,-0.02659931,0.212764,0.02077822,0.10882603,0.14420131,-0.088921115,-0.06617137,aspcapStar-r5-v603-2M00290910+5506498.fits,2M00290910+5506498
apStar-r5-2M00291037+5352162.fits,2M00291037+5352162,4561.4365,2.056307,-0.21086009,0.084814794,0.03669204,-0.26907843,-0.30291,-0.17756788,-0.38026252,-0.19275603,-0.11157219,-0.3255174,-0.2557963,0.027109995,-0.08043791,0.048161477,0.05581729,-0.24247804,-0.3917289,aspcapStar-r5-v603-2M00291037+5352162.fits,2M00291037+5352162
apStar-r5-2M00291684+5504140.fits,2M00291684+5504140,4247.9966,1.6413774,-0.2889492,0.15770428,0.01193964,-0.21809013,-0.37523,-0.26471585,-0.2733727,-0.13873726,-0.2591043,-0.1357519,-0.28960884,0.15903999,-0.07139529,-9.9271536E-5,0.023931876,-0.16551596,-0.35016042,aspcapStar-r5-v603-2M00291684+5504140.fits,2M00291684+5504140
apStar-r5-2M00291685+5545497.fits,2M00291685+5545497,4810.0957,2.690905,-0.013196126,0.04643471,0.08741265,-0.12466065,-0.062501,-0.037341762,-0.17495856,-0.08052968,0.07566154,-0.1630351,-0.0141341,0.109763004,-0.002927892,0.12638995,0.09023427,-0.06470272,-0.03788465,aspcapStar-r5-v603-2M00291685+5545497.fits,2M00291685+5545497
apStar-r5-2M00291703+5331471.fits,2M00291703+5331471,4757.2744,2.7514682,0.2436509,0.065792486,-0.016354946,0.192046,0.113410994,0.19436863,0.049951706,0.14474112,0.3296475,0.18656044,0.23184001,0.38448,0.22958142,0.32638818,0.25945193,0.16188617,0.22012345,aspcapStar-r5-v603-2M00291703+5331471.fits,2M00291703+5331471
apStar-r5-2M00292277+5749093.fits,2M00292277+5749093,4988.5923,2.6430025,-0.3958606,0.084423125,0.043953344,-0.08303568,-0.336803,-0.34336436,-0.40985802,-0.3576249,-0.30149987,-0.4533286,-0.43468195,-0.35645,-0.16119139,-0.029053807,-0.23435317,-0.42682794,-1.9245191,aspcapStar-r5-v603-2M00292277+5749093.fits,2M00292277+5749093
apStar-r5-2M00292796+5448577.fits,2M00292796+5448577,5033.5405,2.7012844,-0.3173754,0.11844256,-0.12861261,-0.2957125,-0.64406,-0.28143802,-0.410453,-0.2628395,-0.24942285,0.03820272,-0.36678028,-0.010449976,-0.123925835,0.06520274,-0.09580122,-0.36810225,-1.7721313,aspcapStar-r5-v603-2M00292796+5448577.fits,2M00292796+5448577
apStar-r5-2M00293411+5514328.fits,2M00293411+5514328,5051.7783,3.3979278,-0.2506163,0.065791994,-0.13566509,-0.29473788,-0.22848499,-0.2292451,-0.3813551,-0.19547737,-0.13655862,-0.15875737,-0.20984733,-0.37576,-0.17852148,-0.08587137,-0.08479598,-0.37278384,-1.8834901,aspcapStar-r5-v603-2M00293411+5514328.fits,2M00293411+5514328
apStar-r5-2M00293594+5518259.fits,2M00293594+5518259,4122.72,1.320885,-0.121505454,0.009449285,-0.101737134,-0.18139815,-0.22944,-0.14394347,-0.25243816,-0.12995338,-0.082645506,-0.113553666,-0.2022014,0.13778,-0.06830098,-0.05880149,-0.0039702803,-0.10707768,-0.33766323,aspcapStar-r5-v603-2M00293594+5518259.fits,2M00293594+5518259
apStar-r5-2M00294703+5730138.fits,2M00294703+5730138,4889.328,2.6449413,0.03863129,0.06365554,0.25614506,-0.08149511,-0.070149004,0.02971366,-0.20837845,-0.037654392,0.09967855,-0.1793834,0.07060422,0.164759,0.06704616,0.22140911,0.24098428,0.08269795,-0.4369793,aspcapStar-r5-v603-2M00294703+5730138.fits,2M00294703+5730138
apStar-r5-2M00295195+5552233.fits,2M00295195+5552233,5210.841,3.8217936,0.14838782,0.06844443,0.0137731545,-0.41760406,0.22302401,0.027722262,-0.06516141,0.13248357,0.30213085,0.066542424,0.16549884,0.13209,0.096290275,0.023031287,0.087909125,0.26462182,-0.1364932,aspcapStar-r5-v603-2M00295195+5552233.fits,2M00295195+5552233
apStar-r5-2M00295328+5336496.fits,2M00295328+5336496,5060.848,3.0659158,-0.54611653,0.110286325,-0.35884863,-0.08998218,-0.526693,-0.4778814,-0.6459284,-0.43459186,-0.42593676,-0.91769147,-0.56062704,-0.476317,-0.31103298,-0.22992444,-0.33396038,-0.57658774,-1.8639784,aspcapStar-r5-v603-2M00295328+5336496.fits,2M00295328+5336496
apStar-r5-2M00295701+5741334.fits,2M00295701+5741334,5086.063,2.9650917,-0.013115905,0.052067406,0.04586327,-0.14991355,-0.264342,-0.025195992,-0.18814999,-0.11550147,0.06544548,-0.038312003,0.013431374,0.255488,0.04389301,0.14285335,0.14910406,-0.17460579,-0.17326748,aspcapStar-r5-v603-2M00295701+5741334.fits,2M00295701+5741334
apStar-r5-2M00295910+5325215.fits,2M00295910+5325215,5124.9316,2.9663465,-0.08004039,0.04516536,0.06115514,-0.21134025,-0.32759,-0.069534294,-0.3486543,-0.16738477,0.064149715,-0.14358965,-0.09758062,0.18265,-0.09680658,0.06886651,0.03522291,-0.20093761,0.17224887,aspcapStar-r5-v603-2M00295910+5325215.fits,2M00295910+5325215
apStar-r5-2M00300498+5730013.fits,2M00300498+5730013,5041.6133,2.935552,0.13212119,0.01977114,0.1009631,-0.036202073,-0.07214,0.08820134,-0.09571211,-0.028848566,0.20588331,0.07186799,0.07314081,0.30784,0.08136587,0.2665691,0.23945418,-0.055038363,0.048838347,aspcapStar-r5-v603-2M00300498+5730013.fits,2M00300498+5730013
apStar-r5-2M00301154+5421511.fits,2M00301154+5421511,4831.2246,2.9931493,0.0023769662,0.06777421,-0.0665521,-0.08369332,-0.130618,0.0048224945,-0.20734785,0.0015052073,0.112895384,0.09931269,0.019353075,0.151405,0.076399595,0.19744748,0.161048,0.02292516,-0.59744483,aspcapStar-r5-v603-2M00301154+5421511.fits,2M00301154+5421511
apStar-r5-2M00301777+5426245.fits,2M00301777+5426245,4905.274,2.6838338,-0.2394187,0.072960705,-0.008249699,-0.23010547,-0.29874998,-0.19887172,-0.34695587,-0.17951468,-0.19959626,-0.15835297,-0.2394755,-0.12873,-0.065549955,0.085008785,-0.07481189,-0.3689987,-1.6571256,aspcapStar-r5-v603-2M00301777+5426245.fits,2M00301777+5426245
apStar-r5-2M00303090+5752236.fits,2M00303090+5752236,4602.996,2.305972,-0.014554752,0.038111214,0.01115449,-0.098862655,-0.16194999,-0.02352973,-0.21686319,-0.05287289,0.050369475,-0.13013025,-0.073394924,0.1659,0.050247088,0.16617815,0.13566263,-0.12342386,-0.29043332,aspcapStar-r5-v603-2M00303090+5752236.fits,2M00303090+5752236
apStar-r5-2M00303252+5801116.fits,2M00303252+5801116,4908.1646,3.288778,-0.22865157,0.111476764,-0.06452796,-0.24784186,-0.187402,-0.20417118,-0.40664306,-0.12192389,-0.20052968,-0.1762511,-0.27360526,-0.40032,-0.07767081,0.0024784207,-0.052235395,-0.24172121,-0.24566182,aspcapStar-r5-v603-2M00303252+5801116.fits,2M00303252+5801116
apStar-r5-2M00303806+5350486.fits,2M00303806+5350486,4791.559,2.4473994,-0.2717605,0.2617569,0.20718543,-0.16065866,-0.09377,-0.23882727,-0.30332017,-0.062485963,-0.20732637,-0.4910772,-0.22396727,-0.202956,-0.0025990903,0.12741488,0.06876397,-0.10339676,-0.26970384,aspcapStar-r5-v603-2M00303806+5350486.fits,2M00303806+5350486
apStar-r5-2M00304710+5438505.fits,2M00304710+5438505,4281.982,1.5735152,-0.5090663,0.100917295,-0.29389474,-0.40446547,-0.466316,-0.41816834,-0.6318613,-0.29213154,-0.54604,-0.54513973,-0.52467346,-0.33042702,-0.26423064,-0.10902876,-0.24366811,-0.50218564,-0.6243209,aspcapStar-r5-v603-2M00304710+5438505.fits,2M00304710+5438505
apStar-r5-2M00305231+5400556.fits,2M00305231+5400556,5019.388,2.5271232,-0.34465903,0.17338571,0.26557752,-0.3040358,-0.43267,-0.288794,-0.6125232,-0.32834512,-0.20639381,-0.4307385,-0.27510402,0.052839994,-0.1531837,-0.022109032,-0.25515673,-0.16287568,-0.6464063,aspcapStar-r5-v603-2M00305231+5400556.fits,2M00305231+5400556
apStar-r5-2M00305484+5735172.fits,2M00305484+5735172,4434.6655,1.9752145,-0.53741133,0.18335886,-0.24404338,-0.3909505,-0.416444,-0.46068856,-0.5352067,-0.3532985,-0.49111694,-0.6681301,-0.53444517,-0.414757,-0.2461428,-0.16945156,-0.17403314,-0.56999004,-0.5877474,aspcapStar-r5-v603-2M00305484+5735172.fits,2M00305484+5735172
apStar-r5-2M00305519+5606231.fits,2M00305519+5606231,5217.5186,3.608472,-0.38666075,0.08066268,-0.16317421,-0.38392544,-0.27997,-0.36701018,-0.28275064,-0.25580734,-0.28805095,-0.14973922,-0.30382198,-0.61773,-0.2891579,-0.21866705,-0.21472469,-0.36639333,-0.16787653,aspcapStar-r5-v603-2M00305519+5606231.fits,2M00305519+5606231
apStar-r5-2M00305735+5330175.fits,2M00305735+5330175,4945.538,2.6183667,-0.32380408,0.13104479,-1.5326837,-0.36534742,-0.3037652,-0.27836552,-0.47857603,-0.2681201,-0.19834599,-0.81004673,-0.23392755,-0.21320802,-0.014410615,-0.03165123,-0.09828882,-0.23730037,-0.9842701,aspcapStar-r5-v603-2M00305735+5330175.fits,2M00305735+5330175
apStar-r5-2M00311908+5739415.fits,2M00311908+5739415,4865.6084,2.7818065,-0.2146132,0.0863994,0.079491824,-0.34144083,-0.23380801,-0.19074468,-0.31314817,-0.17565185,-0.12393302,-0.09652187,-0.21420884,-0.147499,-0.11167362,-0.050598785,-0.08573094,-0.29804462,-0.30157453,aspcapStar-r5-v603-2M00311908+5739415.fits,2M00311908+5739415
apStar-r5-2M00312468+5334162.fits,2M00312468+5334162,4983.5093,2.7096102,-0.18307747,0.079803586,-2.0633402,-0.21935934,-0.219546,-0.15864666,-0.26111156,-0.210762,-0.08627895,-0.7582519,-0.1865954,-0.106582,-0.04094471,0.03766142,-0.09205806,-0.10525723,0.015469708,aspcapStar-r5-v603-2M00312468+5334162.fits,2M00312468+5334162
apStar-r5-2M00312588+5415080.fits,2M00312588+5415080,4858.632,2.6638741,0.048271395,0.040382765,0.07572946,-0.06662986,-0.181075,0.04478085,-0.18250869,-0.030470101,0.11759509,-0.09380642,-0.038619284,0.18911499,0.048928738,0.2650724,0.12526283,-0.050368078,-0.0884943,aspcapStar-r5-v603-2M00312588+5415080.fits,2M00312588+5415080
apStar-r5-2M00313519+5748315.fits,2M00313519+5748315,4845.7754,2.6085582,-0.1347656,0.046071243,-0.04058891,-0.22477649,-0.28357,-0.12318618,-0.25466937,-0.19131592,-0.073686406,-0.32385182,-0.18590052,9.09999E-4,-0.12179045,0.12029241,0.050139576,-0.20307955,-0.116219014,aspcapStar-r5-v603-2M00313519+5748315.fits,2M00313519+5748315
apStar-r5-2M00313954+5556402.fits,2M00313954+5556402,4775.3135,2.871111,0.23241475,0.06535234,0.31646943,0.16647634,0.17126301,0.16597049,-0.07440054,0.16565123,0.3303707,0.18060221,0.14431815,0.3156,0.2050362,0.24414001,0.14739552,0.31065917,0.22376919,aspcapStar-r5-v603-2M00313954+5556402.fits,2M00313954+5556402
apStar-r5-2M00314813+5316574.fits,2M00314813+5316574,4829.2314,2.9552832,-5.3509325E-4,0.08658131,-0.121284634,0.0892431,-0.061214,-0.015447008,-0.06413243,0.008325987,0.053153086,-0.046498608,6.1866455E-4,0.129541,0.019540977,0.17571239,0.084503636,-0.064592265,-0.16783908,aspcapStar-r5-v603-2M00314813+5316574.fits,2M00314813+5316574
apStar-r5-2M00315561+5340048.fits,2M00315561+5340048,4618.0454,2.5376163,0.21555704,0.060611222,-0.25866243,0.040422805,0.090560995,0.15964608,0.1359982,0.18392128,0.31743154,0.20292959,0.19890858,0.46254998,0.19320744,0.30863833,0.25168929,0.19744052,0.028136065,aspcapStar-r5-v603-2M00315561+5340048.fits,2M00315561+5340048
apStar-r5-2M00320868+5403450.fits,2M00320868+5403450,4928.097,2.6489332,-0.2643875,0.08401071,-0.07480664,-0.26781237,-0.29647002,-0.22711417,-0.3468673,-0.24439445,-0.20911571,-0.47279808,-0.28296116,-0.18527701,-0.16254471,-0.020320743,-0.023591906,-0.30581403,-0.09398961,aspcapStar-r5-v603-2M00320868+5403450.fits,2M00320868+5403450
apStar-r5-2M00320915+5417395.fits,2M00320915+5417395,4102.887,1.287467,-0.5630325,0.048810124,-0.42339888,-0.37410283,-0.489807,-0.46220496,-0.72216934,-0.33016568,-0.51248395,-0.47472662,-0.5235931,-0.32136,-0.3459978,-0.25877032,-0.31598777,-0.5123517,-0.54099774,aspcapStar-r5-v603-2M00320915+5417395.fits,2M00320915+5417395
apStar-r5-2M00321708+5549258.fits,2M00321708+5549258,5141.0767,2.8400881,-0.17722313,0.0970321,-0.054134466,-0.29029334,-0.121656,-0.18620563,-0.31851253,-0.20276396,-0.13071802,-0.3948891,-0.14425853,-0.24786,-0.09166212,0.097399265,-0.028186217,-0.44417986,-0.040430993,aspcapStar-r5-v603-2M00321708+5549258.fits,2M00321708+5549258
apStar-r5-2M00321871+5604376.fits,2M00321871+5604376,4872.8833,2.6943269,-0.2810078,0.08529541,-0.08054109,-0.29513142,-0.34430903,-0.26338062,-0.36352396,-0.22315642,-0.20047146,-0.20291412,-0.2568822,-0.17352101,-0.14679614,-0.003568858,-0.13946764,-0.26514152,-0.16553164,aspcapStar-r5-v603-2M00321871+5604376.fits,2M00321871+5604376
apStar-r5-2M00322290+4036102.fits,2M00322290+4036102,4333.0093,1.7418593,-0.117305815,0.095408216,0.0039534913,-0.059602037,-0.1103431,-0.13271438,-0.13983701,-0.030073427,-0.06501717,-0.20528643,-0.2161041,0.018739998,-0.011112973,0.21916309,0.096858904,-0.16087444,-0.19481274,aspcapStar-r5-v603-2M00322290+4036102.fits,2M00322290+4036102
apStar-r5-2M00322869+5744177.fits,2M00322869+5744177,4502.337,2.4323442,0.30959088,0.03565451,0.31658414,0.14228109,0.17931001,0.2236998,0.041599274,0.24133477,0.34525993,0.16867407,0.18851836,0.40579998,0.26451272,0.30356032,0.31933784,0.31396997,0.12951843,aspcapStar-r5-v603-2M00322869+5744177.fits,2M00322869+5744177
apStar-r5-2M00323252+5406129.fits,2M00323252+5406129,4304.9043,1.8618445,-0.3131263,0.2108101,0.02667588,-0.19829139,-0.212417,-0.28132528,-0.23045821,-0.10949758,-0.3235789,-0.28320476,-0.30371672,-0.225408,-0.020506099,0.009793729,0.035625935,-0.0472838,-0.34212732,aspcapStar-r5-v603-2M00323252+5406129.fits,2M00323252+5406129
apStar-r5-2M00323438+5350333.fits,2M00323438+5350333,4867.402,2.748959,-0.14680624,0.036614697,0.058179192,0.12148352,-0.28783,-0.14172506,-0.26687577,-0.20198576,-0.17239282,-0.3138477,-0.1874453,-0.05753001,-0.09466656,0.044758156,-0.101162605,-0.21801266,0.030537246,aspcapStar-r5-v603-2M00323438+5350333.fits,2M00323438+5350333
apStar-r5-2M00324120+5338220.fits,2M00324120+5338220,4919.4263,3.051431,-0.06424332,0.21796256,0.10564418,0.15653282,0.064384006,-0.060895726,-0.10797566,0.032630958,-0.069255315,-0.17794375,-0.029497761,-0.058306,0.07349189,0.18684453,0.22423258,0.093198724,-0.4061005,aspcapStar-r5-v603-2M00324120+5338220.fits,2M00324120+5338220
